User_ID,Name,Age,Country,Platform,Usage_Hours_Per_Week,Subscription_Type,Satisfaction_Score,Tasks_Completed,Join_Date
859,User_859,26,Canada,Claude,21.12,Enterprise,3.7,34,2022-03-08
860,User_860,43,UK,Claude,10.89,Free,1.42,107,2023-12-06
861,User_861,64,India,Gemini,37.68,Enterprise,2.82,277,2022-04-07
862,User_862,39,Canada,Claude,36.33,Enterprise,2.97,159,2023-06-15
863,User_863,64,Canada,Gemini,23.11,Free,2.53,402,2024-09-22
864,User_864,47,UK,Gemini,14.82,Pro,1.74,261,2022-11-14
865,User_865,60,Canada,Gemini,15.86,Pro,2.42,93,2022-04-08
866,User_866,34,UK,Gemini,17.06,Free,2.35,294,2022-02-26
867,User_867,43,USA,Gemini,29.38,Pro,3.0,181,2024-05-12
868,User_868,53,Australia,Claude,18.61,Pro,3.7,230,2022-04-17
869,User_869,18,USA,Gemini,34.41,Pro,4.87,118,2022-03-29
870,User_870,25,UK,Claude,37.82,Enterprise,1.58,36,2024-08-29
871,User_871,52,UK,Claude,14.1,Pro,4.49,255,2023-10-15
872,User_872,32,USA,Claude,22.87,Enterprise,2.14,64,2023-10-18
873,User_873,64,India,Claude,4.71,Pro,3.37,474,2024-06-30
874,User_874,39,India,Claude,8.82,Enterprise,3.19,142,2023-01-06
875,User_875,31,India,Claude,17.13,Free,3.23,61,2023-01-10
876,User_876,43,UK,Claude,9.04,Free,3.89,262,2022-02-21
877,User_877,45,Canada,Gemini,35.19,Pro,2.53,278,2023-12-25
878,User_878,40,UK,Claude,7.17,Enterprise,2.28,307,2022-02-10
879,User_879,31,Canada,Gemini,18.77,Free,4.41,408,2024-03-26
880,User_880,41,USA,Claude,24.62,Free,1.88,88,2022-04-01
881,User_881,19,Australia,Claude,27.98,Free,1.72,27,2022-02-08
882,User_882,62,Canada,Claude,15.94,Free,1.06,315,2022-01-13
883,User_883,43,India,Claude,34.89,Pro,1.84,267,2024-06-18
884,User_884,31,UK,Gemini,23.16,Enterprise,3.07,352,2023-08-31
885,User_885,24,USA,Gemini,18.14,Free,3.15,116,2023-09-13
886,User_886,20,India,Gemini,3.62,Pro,2.02,406,2022-04-14
887,User_887,64,USA,Claude,19.12,Free,1.29,461,2024-05-15
888,User_888,40,Australia,Claude,33.01,Free,3.98,56,2024-01-13
889,User_889,63,UK,Claude,24.97,Free,4.03,255,2022-02-12
890,User_890,60,UK,Gemini,33.45,Free,4.99,98,2022-07-28
891,User_891,64,Australia,Claude,20.27,Pro,4.6,212,2023-08-23
892,User_892,62,UK,Gemini,5.62,Enterprise,4.7,443,2023-08-28
893,User_893,35,Canada,Gemini,1.53,Pro,4.19,249,2023-11-17
894,User_894,55,USA,Claude,12.83,Pro,3.46,499,2023-04-21
895,User_895,52,India,Claude,28.22,Pro,1.51,277,2023-09-30
896,User_896,32,Australia,Gemini,31.82,Free,3.49,22,2022-04-19
897,User_897,42,Canada,Gemini,12.53,Enterprise,1.22,146,2023-07-13
898,User_898,54,India,Gemini,20.33,Free,4.54,324,2022-08-02
899,User_899,45,India,Claude,17.42,Pro,2.93,182,2023-08-27
900,User_900,27,Australia,Claude,17.01,Free,3.79,239,2023-11-24
901,User_901,56,Canada,Claude,10.02,Enterprise,1.21,207,2023-02-13
902,User_902,34,India,Claude,6.32,Enterprise,3.14,252,2023-07-07
903,User_903,56,India,Claude,8.67,Free,2.21,52,2024-02-10
904,User_904,39,Canada,Claude,3.16,Pro,2.14,339,2023-09-25
905,User_905,43,UK,Gemini,8.73,Free,2.56,288,2022-03-18
906,User_906,61,India,Gemini,1.36,Pro,1.0,88,2022-04-05
907,User_907,42,USA,Gemini,25.46,Enterprise,2.87,438,2022-09-26
908,User_908,34,Canada,Claude,13.34,Free,2.95,288,2022-12-27
909,User_909,30,India,Gemini,38.95,Enterprise,4.45,241,2023-06-14
910,User_910,37,Australia,Claude,8.55,Pro,2.79,110,2024-03-15
911,User_911,42,USA,Claude,14.49,Pro,2.45,171,2023-11-14
912,User_912,21,India,Gemini,14.96,Free,4.98,153,2022-06-11
913,User_913,27,USA,Claude,1.33,Free,3.28,456,2023-04-10
914,User_914,20,USA,Gemini,33.73,Free,2.89,118,2024-04-02
915,User_915,58,UK,Gemini,2.25,Enterprise,2.98,444,2023-07-18
916,User_916,62,USA,Claude,37.67,Pro,4.24,242,2024-09-07
917,User_917,35,UK,Gemini,35.79,Pro,2.36,120,2023-07-02
918,User_918,64,Canada,Gemini,21.89,Enterprise,2.56,425,2024-08-07
919,User_919,53,UK,Gemini,22.2,Free,4.02,431,2022-07-06
920,User_920,64,Australia,Gemini,26.5,Free,1.29,241,2024-05-31
921,User_921,39,India,Claude,16.09,Enterprise,4.46,449,2024-01-30
922,User_922,51,Canada,Gemini,26.24,Pro,2.72,247,2022-02-21
923,User_923,64,Canada,Gemini,2.75,Pro,3.33,206,2023-05-03
924,User_924,25,Australia,Gemini,3.11,Pro,4.03,282,2023-06-15
925,User_925,57,UK,Claude,18.83,Pro,2.06,95,2023-01-31
926,User_926,61,India,Gemini,22.44,Enterprise,4.56,304,2022-04-02
927,User_927,36,UK,Claude,35.62,Pro,4.92,50,2023-10-13
928,User_928,59,USA,Gemini,5.08,Enterprise,2.98,57,2024-03-26
929,User_929,58,UK,Gemini,33.08,Free,4.75,475,2022-12-23
930,User_930,54,Canada,Gemini,9.19,Enterprise,1.0,421,2024-01-02
931,User_931,23,India,Claude,16.37,Pro,4.58,86,2023-09-03
932,User_932,43,UK,Claude,13.35,Free,2.24,187,2024-01-18
933,User_933,51,India,Claude,16.61,Enterprise,2.25,499,2023-12-20
934,User_934,62,India,Claude,6.87,Enterprise,1.91,266,2022-05-24
935,User_935,23,USA,Claude,20.64,Enterprise,2.27,126,2022-07-18
936,User_936,54,USA,Claude,32.26,Free,1.85,443,2024-03-25
937,User_937,50,Canada,Gemini,18.22,Enterprise,4.62,28,2022-11-19
938,User_938,39,Australia,Claude,20.13,Pro,4.6,491,2024-03-09
939,User_939,38,India,Gemini,34.1,Free,1.41,68,2022-11-28
940,User_940,23,Australia,Claude,28.54,Free,1.57,205,2022-09-21
941,User_941,23,Canada,Claude,20.13,Enterprise,4.45,116,2022-08-05
942,User_942,21,India,Claude,11.05,Pro,2.6,460,2023-12-02
943,User_943,47,India,Gemini,35.51,Free,1.68,434,2023-07-10
944,User_944,28,Australia,Claude,23.5,Enterprise,3.04,403,2023-03-10
945,User_945,47,UK,Claude,9.62,Pro,2.67,293,2024-03-13
946,User_946,48,USA,Gemini,11.5,Enterprise,1.88,43,2023-04-05
947,User_947,41,UK,Gemini,32.32,Enterprise,3.88,304,2023-12-02
948,User_948,26,Australia,Gemini,2.72,Free,3.53,260,2023-05-18
949,User_949,20,USA,Gemini,39.69,Free,1.4,135,2023-04-14
950,User_950,48,UK,Claude,6.08,Enterprise,4.7,348,2024-09-12
951,User_951,57,USA,Gemini,32.05,Free,3.23,115,2024-08-08
952,User_952,54,India,Claude,16.4,Free,2.0,449,2023-12-07
953,User_953,53,UK,Claude,20.2,Pro,1.83,189,2024-02-21
954,User_954,41,USA,Gemini,35.35,Pro,1.54,119,2023-01-01
955,User_955,48,USA,Claude,17.1,Enterprise,2.7,237,2024-02-11
956,User_956,23,USA,Gemini,21.96,Enterprise,1.54,130,2024-07-01
957,User_957,19,UK,Claude,2.92,Enterprise,2.66,116,2022-08-27
958,User_958,37,Canada,Gemini,1.09,Enterprise,1.6,140,2023-09-16
959,User_959,45,UK,Gemini,10.55,Pro,3.63,32,2023-08-04
960,User_960,28,Australia,Gemini,27.54,Free,4.14,154,2024-07-08
961,User_961,21,UK,Gemini,5.73,Pro,3.2,336,2023-07-15
962,User_962,32,USA,Gemini,5.44,Enterprise,3.72,163,2024-04-02
963,User_963,23,India,Gemini,17.03,Enterprise,4.75,116,2024-08-24
964,User_964,47,UK,Claude,26.27,Pro,3.55,155,2023-10-25
965,User_965,55,UK,Claude,28.77,Pro,2.46,261,2024-01-21
966,User_966,19,USA,Claude,7.96,Enterprise,2.8,311,2024-04-28
967,User_967,32,India,Gemini,4.1,Free,4.44,79,2023-01-31
968,User_968,28,India,Claude,37.68,Enterprise,1.52,40,2023-01-30
969,User_969,25,Australia,Gemini,11.17,Pro,2.3,102,2023-09-19
970,User_970,43,UK,Claude,34.28,Enterprise,3.31,146,2022-03-16
971,User_971,62,India,Claude,34.68,Enterprise,3.71,383,2022-04-08
972,User_972,61,India,Gemini,31.13,Free,4.05,172,2023-01-18
973,User_973,22,Canada,Claude,7.58,Enterprise,2.27,90,2023-09-15
974,User_974,23,Canada,Claude,33.05,Enterprise,1.58,325,2024-05-18
975,User_975,43,India,Claude,31.0,Enterprise,4.82,85,2023-01-05
976,User_976,21,Australia,Gemini,24.27,Pro,1.31,72,2022-10-12
977,User_977,36,India,Claude,14.15,Pro,1.38,109,2022-09-13
978,User_978,37,USA,Gemini,11.24,Free,2.98,445,2024-04-09
979,User_979,50,UK,Claude,5.75,Enterprise,4.28,57,2022-11-05
980,User_980,37,Australia,Claude,20.88,Pro,4.1,454,2023-09-21
981,User_981,29,USA,Claude,23.83,Free,4.75,417,2022-06-25
982,User_982,64,Australia,Claude,15.01,Enterprise,1.57,83,2022-08-16
983,User_983,18,USA,Gemini,19.54,Free,2.5,323,2022-12-13
984,User_984,43,UK,Claude,15.18,Free,2.13,201,2023-09-10
985,User_985,31,UK,Gemini,26.0,Free,4.44,39,2022-12-08
986,User_986,55,Canada,Gemini,36.15,Free,2.95,166,2024-06-14
987,User_987,54,USA,Claude,7.39,Free,1.11,496,2024-08-19
988,User_988,28,Canada,Claude,15.87,Free,3.83,275,2022-08-27
989,User_989,53,USA,Gemini,6.49,Free,2.55,265,2023-09-04
990,User_990,30,Canada,Gemini,25.37,Enterprise,3.12,48,2023-11-19
991,User_991,60,UK,Claude,29.43,Enterprise,4.58,64,2022-12-16
992,User_992,20,Australia,Claude,37.34,Free,2.03,37,2024-08-12
993,User_993,50,Canada,Claude,11.88,Enterprise,1.96,411,2023-03-31
994,User_994,23,USA,Claude,38.06,Free,2.05,434,2023-03-17
995,User_995,27,USA,Claude,3.47,Enterprise,2.35,127,2024-01-31
996,User_996,22,UK,Gemini,24.52,Pro,1.43,379,2023-08-11
997,User_997,40,USA,Claude,3.23,Free,3.79,218,2023-05-30
998,User_998,27,India,Claude,35.86,Pro,1.83,84,2022-03-22
999,User_999,61,Australia,Gemini,21.66,Free,4.7,74,2022-12-27
1000,User_1000,19,Canada,Claude,27.1,Free,1.86,346,2022-10-15
1001,User_1001,30,Australia,Claude,33.43,Pro,2.02,365,2022-01-08
1002,User_1002,57,UK,Gemini,6.86,Pro,2.19,109,2022-03-28
1003,User_1003,19,Canada,Claude,2.51,Pro,4.07,55,2024-09-24
1004,User_1004,37,Canada,Gemini,35.28,Free,2.71,325,2022-10-13
1005,User_1005,18,India,Claude,13.28,Pro,4.28,402,2023-02-03
1006,User_1006,54,UK,Claude,6.03,Pro,4.14,438,2022-03-15
1007,User_1007,26,USA,Claude,19.27,Enterprise,4.72,453,2023-03-15
1008,User_1008,34,India,Gemini,24.33,Enterprise,4.03,165,2022-05-03
1009,User_1009,26,India,Gemini,2.21,Pro,1.21,249,2023-01-12
1010,User_1010,28,Australia,Gemini,11.72,Pro,4.35,362,2024-03-16
1011,User_1011,32,Australia,Gemini,2.28,Pro,4.75,268,2022-05-23
1012,User_1012,41,Australia,Claude,17.39,Pro,4.97,444,2022-06-07
1013,User_1013,55,India,Gemini,35.91,Enterprise,1.5,145,2023-03-06
1014,User_1014,52,USA,Gemini,39.32,Free,3.45,379,2023-03-24
1015,User_1015,47,Canada,Gemini,25.84,Pro,1.8,207,2023-02-14
1016,User_1016,48,Australia,Claude,7.3,Pro,2.05,196,2023-01-06
1017,User_1017,22,USA,Claude,36.33,Enterprise,3.98,125,2022-04-19
1018,User_1018,61,UK,Gemini,21.13,Pro,4.91,454,2024-04-25
1019,User_1019,31,Australia,Gemini,7.0,Pro,3.38,67,2023-12-08
1020,User_1020,28,Canada,Claude,36.95,Enterprise,4.4,79,2022-02-05
1021,User_1021,26,UK,Gemini,30.54,Pro,1.04,102,2022-03-31
1022,User_1022,51,UK,Gemini,29.54,Pro,1.15,238,2024-08-31
1023,User_1023,29,Canada,Gemini,28.66,Enterprise,3.39,405,2023-02-19
1024,User_1024,52,Australia,Gemini,8.81,Free,2.56,146,2024-08-31
1025,User_1025,52,India,Claude,9.23,Pro,4.56,114,2022-10-23
1026,User_1026,18,Canada,Claude,27.84,Pro,2.21,314,2024-04-21
1027,User_1027,57,Canada,Claude,9.57,Free,2.73,348,2023-12-14
1028,User_1028,39,Canada,Gemini,18.11,Enterprise,3.11,26,2022-02-15
1029,User_1029,46,UK,Gemini,31.5,Free,2.09,63,2023-05-03
1030,User_1030,25,USA,Claude,31.57,Pro,4.63,121,2023-09-11
1031,User_1031,28,India,Claude,18.68,Free,2.86,181,2022-06-19
1032,User_1032,58,Australia,Claude,31.9,Enterprise,2.7,425,2022-05-26
1033,User_1033,54,Australia,Gemini,33.71,Pro,4.4,428,2024-05-17
1034,User_1034,31,USA,Claude,26.54,Enterprise,2.25,471,2023-02-24
1035,User_1035,47,Canada,Gemini,9.91,Enterprise,4.27,314,2024-08-29
1036,User_1036,52,India,Gemini,11.69,Free,1.49,447,2023-11-21
1037,User_1037,38,Australia,Claude,13.28,Free,1.73,153,2023-07-27
1038,User_1038,54,Australia,Claude,5.56,Enterprise,4.8,94,2024-07-24
1039,User_1039,22,Canada,Gemini,11.65,Enterprise,4.37,21,2022-01-03
1040,User_1040,36,USA,Claude,9.17,Pro,2.55,261,2023-08-17
1041,User_1041,31,India,Claude,18.76,Enterprise,3.55,225,2022-09-20
1042,User_1042,43,USA,Gemini,36.43,Enterprise,4.77,135,2024-03-09
1043,User_1043,21,USA,Gemini,5.07,Free,1.85,107,2022-11-17
1044,User_1044,42,India,Gemini,29.09,Enterprise,1.24,401,2023-08-30
1045,User_1045,62,India,Gemini,27.8,Enterprise,3.15,414,2023-07-30
1046,User_1046,59,Australia,Gemini,4.73,Free,1.57,313,2022-09-03
1047,User_1047,42,Australia,Claude,36.98,Pro,1.75,401,2023-08-12
1048,User_1048,35,India,Gemini,23.17,Free,4.57,37,2023-04-22
1049,User_1049,57,UK,Gemini,15.19,Free,1.03,345,2022-09-16
1050,User_1050,25,Australia,Gemini,30.51,Enterprise,4.27,275,2022-04-03
1051,User_1051,56,UK,Claude,11.04,Enterprise,3.07,61,2024-03-13
1052,User_1052,57,India,Gemini,28.05,Pro,3.24,152,2024-02-22
1053,User_1053,31,Australia,Gemini,2.55,Enterprise,3.69,141,2023-06-17
1054,User_1054,49,USA,Gemini,33.74,Pro,2.73,355,2023-07-28
1055,User_1055,55,India,Claude,18.48,Pro,1.46,216,2022-12-05
1056,User_1056,50,Canada,Gemini,25.83,Pro,1.41,493,2024-07-12
1057,User_1057,40,UK,Gemini,9.63,Pro,4.02,489,2022-09-17
1058,User_1058,32,India,Gemini,27.41,Enterprise,1.88,71,2022-08-25
1059,User_1059,50,India,Claude,31.12,Free,1.11,372,2022-05-21
1060,User_1060,42,Australia,Claude,19.46,Free,4.92,495,2024-09-01
1061,User_1061,34,Australia,Claude,25.09,Enterprise,4.92,141,2024-08-04
1062,User_1062,50,Australia,Claude,18.8,Enterprise,2.51,50,2024-08-01
1063,User_1063,64,Canada,Gemini,35.87,Pro,1.1,210,2023-11-10
1064,User_1064,19,Australia,Gemini,20.42,Enterprise,3.91,108,2023-04-25
1065,User_1065,31,India,Claude,33.83,Free,4.32,320,2023-08-02
1066,User_1066,57,Australia,Claude,32.25,Enterprise,1.5,293,2022-12-16
1067,User_1067,57,USA,Gemini,17.01,Enterprise,1.54,366,2023-07-24
1068,User_1068,56,Australia,Gemini,9.97,Pro,4.29,56,2023-12-25
1069,User_1069,23,Canada,Claude,16.84,Pro,4.69,146,2022-05-10
1070,User_1070,23,USA,Claude,33.22,Pro,4.16,139,2023-06-21
1071,User_1071,20,India,Claude,9.88,Pro,1.8,204,2022-01-11
1072,User_1072,24,India,Claude,21.45,Free,2.65,126,2022-09-14
1073,User_1073,25,UK,Gemini,32.44,Enterprise,3.4,373,2024-03-26
1074,User_1074,59,USA,Claude,14.79,Enterprise,1.64,441,2023-01-04
1075,User_1075,32,UK,Claude,26.05,Pro,1.84,78,2024-08-01
1076,User_1076,64,USA,Gemini,10.58,Free,2.13,467,2023-01-29
1077,User_1077,46,USA,Gemini,5.26,Free,3.04,37,2023-08-16
1078,User_1078,50,Canada,Gemini,31.98,Enterprise,3.04,344,2024-03-08
1079,User_1079,47,UK,Gemini,4.86,Pro,4.26,23,2023-02-23
1080,User_1080,56,Canada,Gemini,11.58,Enterprise,4.01,55,2024-05-31
1081,User_1081,44,USA,Claude,34.35,Enterprise,4.65,480,2022-01-19
1082,User_1082,53,India,Claude,14.51,Free,4.33,406,2022-04-20
1083,User_1083,46,USA,Claude,38.95,Free,2.02,25,2023-03-13
1084,User_1084,55,Canada,Gemini,39.21,Enterprise,2.33,487,2023-05-20
1085,User_1085,50,UK,Claude,11.46,Pro,3.0,433,2022-02-03
1086,User_1086,54,UK,Gemini,2.6,Pro,1.06,465,2022-10-15
1087,User_1087,44,Canada,Claude,28.5,Enterprise,4.62,218,2024-04-23
1088,User_1088,50,UK,Claude,18.59,Enterprise,1.18,167,2022-09-12
1089,User_1089,21,Australia,Gemini,4.93,Pro,2.29,346,2023-09-30
1090,User_1090,39,India,Gemini,28.59,Pro,3.28,236,2023-12-22
1091,User_1091,19,India,Claude,2.22,Pro,3.07,458,2022-05-14
1092,User_1092,27,India,Claude,34.94,Enterprise,3.62,250,2023-05-14
1093,User_1093,22,UK,Claude,6.41,Free,3.11,67,2023-02-01
1094,User_1094,27,UK,Claude,5.97,Pro,1.92,481,2023-05-02
1095,User_1095,50,USA,Claude,7.85,Pro,1.8,313,2023-08-21
1096,User_1096,55,USA,Gemini,38.45,Pro,4.63,314,2023-08-10
1097,User_1097,30,India,Gemini,28.03,Enterprise,2.06,354,2024-08-17
1098,User_1098,48,Australia,Gemini,32.25,Free,2.12,139,2023-10-09
1099,User_1099,64,USA,Gemini,16.51,Free,2.65,226,2024-03-23
1100,User_1100,53,USA,Claude,14.12,Pro,1.56,23,2023-11-16
1101,User_1101,62,UK,Claude,10.14,Enterprise,3.03,368,2022-08-01
1102,User_1102,41,Australia,Gemini,19.75,Free,3.66,386,2024-04-12
1103,User_1103,32,India,Claude,22.52,Enterprise,4.14,252,2022-12-16
1104,User_1104,46,USA,Gemini,25.64,Free,3.85,490,2022-01-19
1105,User_1105,25,Australia,Claude,11.03,Pro,1.59,154,2022-04-29
1106,User_1106,22,Australia,Claude,38.0,Enterprise,2.82,388,2024-03-25
1107,User_1107,46,India,Claude,7.62,Pro,1.15,424,2022-10-29
1108,User_1108,64,Australia,Gemini,38.66,Free,1.07,403,2022-10-12
1109,User_1109,21,Australia,Gemini,1.58,Free,2.76,335,2022-08-15
1110,User_1110,29,Australia,Gemini,19.76,Pro,2.01,112,2023-05-22
1111,User_1111,62,USA,Gemini,14.0,Free,3.73,226,2023-05-16
1112,User_1112,19,India,Claude,18.52,Pro,3.9,367,2022-07-31
1113,User_1113,44,Australia,Claude,23.26,Pro,4.58,430,2022-12-22
1114,User_1114,48,Australia,Claude,17.99,Pro,4.04,73,2023-12-02
1115,User_1115,53,USA,Claude,17.18,Free,1.19,167,2023-05-02
1116,User_1116,53,India,Gemini,29.58,Enterprise,2.49,171,2022-11-17
1117,User_1117,43,UK,Claude,27.75,Pro,2.09,27,2023-10-25
1118,User_1118,60,USA,Claude,33.5,Enterprise,2.54,225,2022-08-11
1119,User_1119,44,India,Claude,10.75,Free,1.64,328,2023-10-02
1120,User_1120,22,Australia,Gemini,24.77,Free,1.39,58,2024-01-30
1121,User_1121,37,India,Gemini,23.82,Enterprise,3.08,65,2023-07-17
1122,User_1122,28,India,Gemini,15.42,Pro,3.88,356,2022-07-10
1123,User_1123,27,India,Claude,19.96,Free,3.81,67,2024-09-21
1124,User_1124,57,UK,Gemini,13.24,Pro,2.8,164,2023-05-15
1125,User_1125,55,India,Claude,6.53,Pro,3.09,64,2023-05-10
1126,User_1126,23,UK,Claude,9.34,Enterprise,3.07,496,2022-08-25
1127,User_1127,25,Australia,Claude,5.12,Free,3.77,350,2022-01-22
1128,User_1128,40,UK,Gemini,27.64,Enterprise,1.19,28,2023-09-14
1129,User_1129,64,Australia,Gemini,26.77,Free,3.84,496,2022-11-23
1130,User_1130,43,Australia,Claude,38.07,Enterprise,3.33,160,2023-06-29
1131,User_1131,63,UK,Claude,29.46,Free,1.79,368,2022-05-07
1132,User_1132,60,USA,Gemini,3.03,Free,1.2,377,2022-12-31
1133,User_1133,29,Canada,Gemini,35.49,Free,1.43,117,2024-05-17
1134,User_1134,43,India,Gemini,34.64,Pro,3.1,56,2022-02-13
1135,User_1135,30,Canada,Claude,18.29,Pro,4.03,216,2023-06-03
1136,User_1136,57,India,Claude,23.85,Enterprise,2.34,372,2022-05-08
1137,User_1137,35,India,Claude,39.07,Enterprise,2.52,459,2023-08-26
1138,User_1138,42,Australia,Gemini,21.76,Free,4.74,492,2022-05-10
1139,User_1139,50,India,Gemini,36.31,Free,1.85,444,2023-06-13
1140,User_1140,64,India,Gemini,4.24,Pro,1.41,349,2022-11-17
1141,User_1141,57,UK,Claude,8.45,Pro,2.37,421,2022-07-05
1142,User_1142,60,Canada,Claude,18.19,Pro,3.98,137,2023-09-14
1143,User_1143,29,UK,Gemini,23.81,Enterprise,3.5,194,2024-03-08
1144,User_1144,61,India,Claude,32.83,Pro,2.66,67,2024-09-08
1145,User_1145,53,Australia,Gemini,39.54,Enterprise,4.86,152,2022-12-14
1146,User_1146,21,UK,Claude,16.17,Pro,3.94,409,2023-04-26
1147,User_1147,22,UK,Gemini,2.85,Pro,1.25,106,2024-07-10
1148,User_1148,54,USA,Claude,32.25,Free,3.98,56,2023-11-06
1149,User_1149,25,India,Claude,24.57,Enterprise,1.1,200,2024-08-16
1150,User_1150,59,Australia,Gemini,8.74,Pro,3.6,149,2023-08-10
1151,User_1151,45,UK,Gemini,20.3,Free,1.84,112,2023-12-12
1152,User_1152,48,UK,Gemini,29.95,Enterprise,3.79,240,2024-07-12
1153,User_1153,26,Australia,Gemini,31.05,Enterprise,2.24,436,2024-07-09
1154,User_1154,46,India,Gemini,20.49,Pro,4.49,349,2024-08-14
1155,User_1155,31,USA,Claude,12.9,Enterprise,2.35,422,2022-12-27
1156,User_1156,57,UK,Gemini,38.98,Free,3.48,58,2022-10-14
1157,User_1157,58,USA,Gemini,26.87,Free,2.14,396,2022-07-01
1158,User_1158,39,Canada,Gemini,16.92,Enterprise,4.67,121,2023-03-27
1159,User_1159,28,India,Claude,11.94,Free,4.12,462,2022-04-07
1160,User_1160,40,Canada,Gemini,29.51,Enterprise,1.97,325,2023-07-17
1161,User_1161,18,Canada,Gemini,10.45,Free,4.8,331,2022-11-10
1162,User_1162,63,Canada,Gemini,7.7,Enterprise,2.43,96,2023-06-30
1163,User_1163,54,India,Claude,21.66,Enterprise,3.61,391,2024-08-12
1164,User_1164,38,India,Claude,12.31,Enterprise,3.97,483,2022-01-21
1165,User_1165,43,Australia,Gemini,25.53,Free,1.09,291,2023-11-27
1166,User_1166,63,USA,Claude,5.6,Enterprise,4.84,336,2024-03-15
1167,User_1167,53,USA,Gemini,26.54,Enterprise,2.38,261,2023-07-30
1168,User_1168,40,Australia,Claude,12.05,Pro,1.76,83,2023-05-12
1169,User_1169,18,Australia,Gemini,1.01,Pro,4.4,462,2023-02-07
1170,User_1170,57,Canada,Claude,5.95,Enterprise,3.81,56,2022-05-04
1171,User_1171,32,Australia,Gemini,37.41,Pro,1.35,85,2023-09-05
1172,User_1172,38,UK,Gemini,34.83,Enterprise,1.47,105,2022-04-29
1173,User_1173,64,USA,Claude,10.11,Pro,3.86,435,2024-05-02
1174,User_1174,26,Australia,Gemini,31.36,Free,1.3,40,2023-08-13
1175,User_1175,26,UK,Gemini,24.73,Free,4.67,31,2024-08-27
1176,User_1176,27,UK,Gemini,38.87,Enterprise,3.97,26,2023-11-24
1177,User_1177,43,UK,Gemini,15.57,Enterprise,2.34,221,2023-12-12
1178,User_1178,58,UK,Claude,27.58,Free,2.45,157,2023-04-22
1179,User_1179,52,Canada,Gemini,3.48,Free,3.03,244,2024-08-16
1180,User_1180,42,UK,Claude,16.45,Pro,2.44,401,2024-05-21
1181,User_1181,43,Canada,Claude,38.59,Enterprise,4.13,363,2023-12-03
1182,User_1182,28,Canada,Claude,22.02,Free,4.9,314,2024-04-19
1183,User_1183,55,UK,Claude,12.23,Free,3.34,96,2022-04-13
1184,User_1184,19,USA,Gemini,5.69,Enterprise,2.78,47,2022-11-29
1185,User_1185,24,UK,Gemini,28.44,Pro,1.89,62,2024-05-27
1186,User_1186,35,UK,Claude,26.15,Pro,3.61,37,2024-02-26
1187,User_1187,44,UK,Gemini,15.58,Pro,3.74,86,2023-04-04
1188,User_1188,51,USA,Claude,38.09,Pro,3.74,422,2022-05-10
1189,User_1189,44,India,Gemini,1.87,Free,1.11,209,2024-01-23
1190,User_1190,34,India,Gemini,12.85,Enterprise,4.6,404,2022-05-14
1191,User_1191,60,Canada,Gemini,36.92,Enterprise,2.35,440,2022-06-06
1192,User_1192,61,Canada,Claude,13.52,Free,3.98,182,2023-03-01
1193,User_1193,41,USA,Claude,10.84,Free,4.04,283,2023-03-11
1194,User_1194,42,Australia,Gemini,21.83,Free,3.6,59,2023-01-24
1195,User_1195,24,India,Claude,33.13,Enterprise,2.58,354,2024-07-25
1196,User_1196,23,Canada,Claude,5.02,Enterprise,3.43,186,2022-11-14
1197,User_1197,41,India,Gemini,37.78,Enterprise,1.16,415,2023-11-01
1198,User_1198,50,USA,Claude,32.01,Pro,4.05,310,2023-05-20
1199,User_1199,46,USA,Gemini,8.07,Free,1.4,454,2024-05-20
1200,User_1200,60,Australia,Gemini,28.77,Free,2.59,236,2022-07-09
1201,User_1201,39,Australia,Gemini,16.01,Free,1.41,136,2023-09-04
1202,User_1202,43,USA,Claude,16.69,Enterprise,4.35,358,2023-02-15
1203,User_1203,45,Canada,Gemini,31.55,Free,3.2,30,2024-08-03
1204,User_1204,38,India,Gemini,38.55,Free,3.76,208,2024-09-04
1205,User_1205,24,UK,Claude,5.94,Pro,3.73,198,2022-02-21
1206,User_1206,34,Australia,Claude,17.4,Enterprise,4.37,341,2023-07-15
1207,User_1207,37,UK,Claude,19.76,Free,1.53,429,2023-03-22
1208,User_1208,58,Canada,Claude,15.68,Enterprise,3.64,161,2023-09-04
1209,User_1209,37,Australia,Gemini,15.16,Enterprise,3.3,169,2023-03-20
1210,User_1210,39,UK,Claude,3.04,Enterprise,1.12,356,2023-01-17
1211,User_1211,45,Canada,Claude,27.74,Pro,1.81,489,2024-02-02
1212,User_1212,57,India,Claude,18.01,Enterprise,2.07,452,2023-01-09
1213,User_1213,24,Canada,Claude,8.6,Enterprise,1.29,105,2024-09-02
1214,User_1214,18,Australia,Gemini,32.83,Enterprise,2.42,361,2023-07-20
1215,User_1215,49,USA,Claude,32.3,Free,1.11,483,2023-01-10
1216,User_1216,30,India,Gemini,19.97,Pro,3.21,84,2023-01-24
1217,User_1217,47,UK,Claude,12.64,Free,1.85,375,2023-10-11
1218,User_1218,40,Australia,Gemini,25.89,Pro,2.15,91,2023-11-05
1219,User_1219,36,USA,Gemini,12.24,Pro,4.64,137,2024-05-15
1220,User_1220,49,Canada,Claude,10.2,Enterprise,3.01,368,2024-03-14
1221,User_1221,47,USA,Gemini,29.49,Enterprise,2.08,142,2023-04-24
1222,User_1222,46,Australia,Claude,2.57,Free,3.39,409,2023-02-08
